,country,date,value
9854,Ecuador,2023,114.076
9855,Egypt,2023,476.362
9856,El Salvador,2023,30.458
9857,Equatorial Guinea,2023,12.179
9858,Eritrea,2023,2.651
9859,Estonia,2023,42.602
9860,Eswatini,2023,4.985
9861,Ethiopia,2023,no data
9862,Fiji,2023,5.537
9863,Finland,2023,329.679
9864,France,2023,3281.714
9865,Gabon,2023,20.292
9866,Gambia,2023,2.363
9867,Georgia,2023,21.58
9868,Germany,2023,4774.082
9869,Ghana,2023,87.736
9870,Greece,2023,236.236
9871,Grenada,2023,1.245
9872,Guatemala,2023,94.084
9873,Guinea,2023,19.546
9874,Guinea-Bissau,2023,1.884
9875,Guyana,2023,12.032
9876,Haiti,2023,19.796
9877,Honduras,2023,29.559
9878,Hong Kong,2023,409.945
9879,Hungary,2023,216.443
9880,Iceland,2023,28.17
9881,India,2023,3515.188
9882,Indonesia,2023,1356.339
9883,Iran,2023,1189.096
9884,Iraq,2023,239.993
9885,Ireland,2023,590.053
9886,Israel,2023,529.324
9887,Italy,2023,2369.654
9888,Jamaica,2023,16.291
9889,Japan,2023,5735.342
9890,Jordan,2023,50.196
9891,Kazakhstan,2023,218.016
9892,Kenya,2023,124.675
9893,Kiribati,2023,0.258
9894,South Korea,2023,2012.1
9895,Kosovo,2023,10.531
9896,Kuwait,2023,140.964
9897,Kyrgyz Republic,2023,9.614
9898,Laos,2023,21.818
9899,Latvia,2023,43.87
9900,Lebanon,2023,no data
9901,Lesotho,2023,2.718
9902,Liberia,2023,3.794
9903,Libya,2023,29.993
9904,Lithuania,2023,72.602
9905,Luxembourg,2023,95.406
9906,Macau,2023,54.25
9907,Madagascar,2023,16.781
9908,Malawi,2023,11.833
9909,Malaysia,2023,458.209
9910,Maldives,2023,6.049
9911,Mali,2023,23.109
9912,Malta,2023,19.699
9913,Marshall Islands,2023,0.265
9914,Mauritania,2023,9.801
9915,Mauritius,2023,13.056
9916,Mexico,2023,1446.784
9917,"Micronesia, Fed. Sts.",2023,0.442
9918,Moldova,2023,14.299
9919,Mongolia,2023,17.357
9920,Montenegro,2023,6.55
9921,Morocco,2023,140.722
9922,Mozambique,2023,19.356
9923,Myanmar,2023,66.593
9924,Namibia,2023,13.856
9925,Nauru,2023,0.145
9926,Nepal,2023,39.381
9927,Netherlands,2023,1128.019
9928,New Zealand,2023,282.4
9929,Nicaragua,2023,14.324
9930,Niger,2023,19.717
9931,Nigeria,2023,635.744
9932,Macedonia,2023,15.913
9933,Norway,2023,473.816
9934,Oman,2023,86.822
9935,Pakistan,2023,no data
9936,Palau,2023,0.282
9937,Panama,2023,68.936
9938,Papua New Guinea,2023,30.008
9939,Paraguay,2023,41.306
9940,Peru,2023,246.721
9941,Philippines,2023,438.182
9942,Poland,2023,776.332
9943,Portugal,2023,286.904
9944,Puerto Rico,2023,109.507
9945,Qatar,2023,186.491
9946,Romania,2023,345.319
9947,Russia,2023,1753.94
9948,Rwanda,2023,11.935
9949,St. Kitts and Nevis,2023,1.157
9950,St. Lucia,2023,2.218
9951,St. Vincent and the Grenadines,2023,0.929
9952,Samoa,2023,0.86
9953,San Marino,2023,1.905
9954,Saudi Arabia,2023,899.11
9955,Senegal,2023,34.343
9956,Serbia,2023,71.326
9957,Seychelles,2023,1.942
9958,Sierra Leone,2023,4.629
9959,Singapore,2023,418.39
9960,Slovakia,2023,137.632
9961,Slovenia,2023,70.134
9962,Solomon Islands,2023,1.972
9963,Somalia,2023,6.611
9964,South Africa,2023,453.604
9965,South Sudan,2023,5.85
9966,Spain,2023,1659.884
9967,Sri Lanka,2023,88.909
9968,Sudan,2023,40.285
9969,Suriname,2023,3.114
9970,Sweden,2023,711.241
9971,Switzerland,2023,897.979
9972,Syria,2023,no data
9973,Sao Tome and Principe,2023,0.616
9974,Taiwan,2023,899.873
9975,Tajikistan,2023,9.304
9976,Tanzania,2023,80.081
9977,Thailand,2023,617.041
9978,Timor-Leste,2023,1.875
9979,Togo,2023,10.267
9980,Tonga,2023,0.569
9981,Trinidad and Tobago,2023,23.885
9982,Tunisia,2023,47.915
9983,Turkey,2023,946.01
9984,Turkmenistan,2023,66.63
9985,Tuvalu,2023,0.076
9986,Uganda,2023,49.439
9987,Ukraine,2023,222.822
9988,United Arab Emirates,2023,443.251
9989,United Kingdom,2023,3582.338
9990,United States,2023,25938.159
9991,Uruguay,2023,65.862
9992,Uzbekistan,2023,80.97
9993,Vanuatu,2023,1.127
9994,Venezuela,2023,no data
9995,Vietnam,2023,461.023
9996,Palestine,2023,19.952
9997,Yemen,2023,21.371
9998,Zambia,2023,24.499
9999,Zimbabwe,2023,27.995
10000,not found,2023,3158.644
10001,not found,2023,40926.059
10002,"['Australia', 'New Zealand']",2023,2054.447
10003,not found,2023,106.908
10004,not found,2023,409.916
10005,not found,2023,1445.204
10006,not found,2023,29068.11
10007,not found,2023,4396.136
10008,not found,2023,26530.208
10009,not found,2023,3877.183
10010,not found,2023,867.086
10011,not found,2023,29800.515
10012,not found,2023,40.332
10013,not found,2023,3700.088
10014,not found,2023,4432.518
10015,not found,2023,3885.447
10016,not found,2023,2291.558
10017,not found,2023,22134.071
10018,not found,2023,34017.427
10019,not found,2023,3330.793
10020,not found,2023,63292.876
10021,not found,2023,27601.395
10022,not found,2023,4661.275
10023,not found,2023,45289.247
10024,not found,2023,16364.531
10025,not found,2023,19340.802
10026,not found,2023,5663.696
10027,not found,2023,47987.355
10028,not found,2023,5125.661
10029,not found,2023,9365.788
10030,not found,2023,2237.221
10031,not found,2023,108582.123
