date,total_cases,new_cases
11/03/2022,455213362.0,1850816.0
12/03/2022,456961908.0,1748546.0
13/03/2022,458242751.0,1280843.0
14/03/2022,459872946.0,1630198.0
15/03/2022,461675035.0,1802089.0
16/03/2022,463898116.0,2223081.0
17/03/2022,465951515.0,2053399.0
18/03/2022,467865062.0,1913547.0
19/03/2022,469574574.0,1709512.0
20/03/2022,470644245.0,1069671.0
21/03/2022,472114291.0,1470046.0
22/03/2022,474089732.0,1975445.0
23/03/2022,475862421.0,1772689.0
24/03/2022,477614257.0,1751841.0
25/03/2022,479456187.0,1841930.0
26/03/2022,480812579.0,1356392.0
27/03/2022,481721681.0,909102.0
28/03/2022,483219205.0,1497524.0
29/03/2022,484968947.0,1749742.0
30/03/2022,486865809.0,1896862.0
